PROV_,DEPTO_,COD_2010,eph_codagl,eph_aglome
06,364,063640703,33,Partidos del GBA
06,364,063640704,33,Partidos del GBA
06,364,063640705,33,Partidos del GBA
06,364,063640706,33,Partidos del GBA
06,364,063640707,33,Partidos del GBA
06,364,063640708,33,Partidos del GBA
06,364,063640709,33,Partidos del GBA
06,364,063640710,33,Partidos del GBA
06,364,063640711,33,Partidos del GBA
06,364,063640712,33,Partidos del GBA
06,364,063640713,33,Partidos del GBA
06,364,063640714,33,Partidos del GBA
06,364,063640715,33,Partidos del GBA
06,364,063640716,33,Partidos del GBA
06,364,063640717,33,Partidos del GBA
06,364,063640801,33,Partidos del GBA
06,364,063640802,33,Partidos del GBA
06,364,063640803,33,Partidos del GBA
06,364,063640804,33,Partidos del GBA
06,364,063640805,33,Partidos del GBA
06,364,063640806,33,Partidos del GBA
06,364,063640807,33,Partidos del GBA
06,364,063640808,33,Partidos del GBA
06,364,063640809,33,Partidos del GBA
06,364,063640810,33,Partidos del GBA
06,364,063640811,33,Partidos del GBA
06,364,063640812,33,Partidos del GBA
06,364,063640813,33,Partidos del GBA
06,364,063640814,33,Partidos del GBA
06,364,063640815,33,Partidos del GBA
06,364,063640816,33,Partidos del GBA
06,364,063640817,33,Partidos del GBA
06,364,063640818,33,Partidos del GBA
06,364,063640819,33,Partidos del GBA
06,364,063640820,33,Partidos del GBA
06,364,063640821,33,Partidos del GBA
06,364,063640822,33,Partidos del GBA
06,364,063640823,33,Partidos del GBA
06,371,063710101,33,Partidos del GBA
06,371,063710102,33,Partidos del GBA
06,371,063710103,33,Partidos del GBA
06,371,063710104,33,Partidos del GBA
06,371,063710105,33,Partidos del GBA
06,371,063710106,33,Partidos del GBA
06,371,063710107,33,Partidos del GBA
06,371,063710108,33,Partidos del GBA
06,371,063710109,33,Partidos del GBA
06,371,063710110,33,Partidos del GBA
06,371,063710111,33,Partidos del GBA
06,371,063710201,33,Partidos del GBA
06,371,063710202,33,Partidos del GBA
06,371,063710203,33,Partidos del GBA
06,371,063710204,33,Partidos del GBA
06,371,063710205,33,Partidos del GBA
06,371,063710206,33,Partidos del GBA
06,371,063710207,33,Partidos del GBA
06,371,063710208,33,Partidos del GBA
06,371,063710209,33,Partidos del GBA
06,371,063710210,33,Partidos del GBA
06,371,063710211,33,Partidos del GBA
06,371,063710212,33,Partidos del GBA
06,371,063710301,33,Partidos del GBA
06,371,063710302,33,Partidos del GBA
06,371,063710303,33,Partidos del GBA
06,371,063710304,33,Partidos del GBA
06,371,063710305,33,Partidos del GBA
06,371,063710306,33,Partidos del GBA
06,371,063710307,33,Partidos del GBA
06,371,063710308,33,Partidos del GBA
06,371,063710309,33,Partidos del GBA
06,371,063710310,33,Partidos del GBA
06,371,063710311,33,Partidos del GBA
06,371,063710312,33,Partidos del GBA
06,371,063710313,33,Partidos del GBA
06,371,063710314,33,Partidos del GBA
06,371,063710315,33,Partidos del GBA
06,371,063710401,33,Partidos del GBA
06,371,063710402,33,Partidos del GBA
06,371,063710403,33,Partidos del GBA
06,371,063710404,33,Partidos del GBA
06,371,063710405,33,Partidos del GBA
06,371,063710406,33,Partidos del GBA
06,371,063710407,33,Partidos del GBA
06,371,063710408,33,Partidos del GBA
06,371,063710501,33,Partidos del GBA
06,371,063710502,33,Partidos del GBA
06,371,063710503,33,Partidos del GBA
06,371,063710504,33,Partidos del GBA
06,371,063710505,33,Partidos del GBA
06,371,063710506,33,Partidos del GBA
06,371,063710507,33,Partidos del GBA
06,371,063710508,33,Partidos del GBA
06,371,063710509,33,Partidos del GBA
06,371,063710510,33,Partidos del GBA
06,371,063710601,33,Partidos del GBA
06,371,063710602,33,Partidos del GBA
06,371,063710603,33,Partidos del GBA
06,371,063710604,33,Partidos del GBA
06,371,063710605,33,Partidos del GBA
06,371,063710606,33,Partidos del GBA
06,371,063710607,33,Partidos del GBA
06,371,063710608,33,Partidos del GBA
06,371,063710609,33,Partidos del GBA
06,371,063710610,33,Partidos del GBA
06,371,063710611,33,Partidos del GBA
06,371,063710612,33,Partidos del GBA
06,371,063710701,33,Partidos del GBA
06,371,063710702,33,Partidos del GBA
06,371,063710703,33,Partidos del GBA
06,371,063710704,33,Partidos del GBA
06,371,063710705,33,Partidos del GBA
06,371,063710706,33,Partidos del GBA
06,371,063710707,33,Partidos del GBA
06,371,063710708,33,Partidos del GBA
06,371,063710709,33,Partidos del GBA
06,371,063710710,33,Partidos del GBA
06,371,063710711,33,Partidos del GBA
06,371,063710712,33,Partidos del GBA
06,371,063710713,33,Partidos del GBA
06,371,063710801,33,Partidos del GBA
06,371,063710802,33,Partidos del GBA
06,371,063710803,33,Partidos del GBA
06,371,063710804,33,Partidos del GBA
06,371,063710805,33,Partidos del GBA
06,371,063710806,33,Partidos del GBA
06,371,063710807,33,Partidos del GBA
06,371,063710808,33,Partidos del GBA
06,371,063710809,33,Partidos del GBA
06,371,063710810,33,Partidos del GBA
06,371,063710811,33,Partidos del GBA
06,371,063710812,33,Partidos del GBA
06,371,063710901,33,Partidos del GBA
06,371,063710902,33,Partidos del GBA
06,371,063710903,33,Partidos del GBA
06,371,063710904,33,Partidos del GBA
06,371,063710905,33,Partidos del GBA
06,371,063710906,33,Partidos del GBA
06,371,063710907,33,Partidos del GBA
06,371,063710908,33,Partidos del GBA
06,371,063710909,33,Partidos del GBA
06,371,063710910,33,Partidos del GBA
06,371,063710911,33,Partidos del GBA
06,371,063710912,33,Partidos del GBA
06,371,063710913,33,Partidos del GBA
06,371,063710914,33,Partidos del GBA
06,371,063710915,33,Partidos del GBA
06,371,063710916,33,Partidos del GBA
06,371,063710917,33,Partidos del GBA
06,371,063711001,33,Partidos del GBA
06,371,063711002,33,Partidos del GBA
06,371,063711003,33,Partidos del GBA
06,371,063711004,33,Partidos del GBA
06,371,063711005,33,Partidos del GBA
06,371,063711006,33,Partidos del GBA
06,371,063711007,33,Partidos del GBA
06,371,063711008,33,Partidos del GBA
06,371,063711009,33,Partidos del GBA
06,371,063711010,33,Partidos del GBA
06,371,063711011,33,Partidos del GBA
06,371,063711012,33,Partidos del GBA
06,371,063711013,33,Partidos del GBA
06,371,063711014,33,Partidos del GBA
06,371,063711015,33,Partidos del GBA
06,371,063711016,33,Partidos del GBA
06,371,063711101,33,Partidos del GBA
06,371,063711102,33,Partidos del GBA
06,371,063711103,33,Partidos del GBA
06,371,063711104,33,Partidos del GBA
06,371,063711105,33,Partidos del GBA
06,371,063711106,33,Partidos del GBA
06,371,063711107,33,Partidos del GBA
06,371,063711108,33,Partidos del GBA
06,371,063711109,33,Partidos del GBA
06,371,063711110,33,Partidos del GBA
06,371,063711201,33,Partidos del GBA
06,371,063711202,33,Partidos del GBA
06,371,063711203,33,Partidos del GBA
06,371,063711204,33,Partidos del GBA
06,371,063711205,33,Partidos del GBA
06,371,063711206,33,Partidos del GBA
06,371,063711207,33,Partidos del GBA
06,371,063711208,33,Partidos del GBA
06,371,063711209,33,Partidos del GBA
06,371,063711210,33,Partidos del GBA
06,371,063711301,33,Partidos del GBA
06,371,063711302,33,Partidos del GBA
06,371,063711303,33,Partidos del GBA
06,371,063711304,33,Partidos del GBA
06,371,063711305,33,Partidos del GBA
06,371,063711306,33,Partidos del GBA
06,371,063711307,33,Partidos del GBA
06,371,063711308,33,Partidos del GBA
06,371,063711309,33,Partidos del GBA
06,371,063711310,33,Partidos del GBA
06,371,063711311,33,Partidos del GBA
06,371,063711312,33,Partidos del GBA
06,371,063711401,33,Partidos del GBA
06,371,063711402,33,Partidos del GBA
06,371,063711403,33,Partidos del GBA
06,371,063711404,33,Partidos del GBA
06,371,063711405,33,Partidos del GBA
06,371,063711406,33,Partidos del GBA
06,371,063711407,33,Partidos del GBA
06,371,063711408,33,Partidos del GBA
06,371,063711409,33,Partidos del GBA
06,371,063711410,33,Partidos del GBA
06,371,063711411,33,Partidos del GBA
06,371,063711412,33,Partidos del GBA
06,371,063711413,33,Partidos del GBA
06,371,063711414,33,Partidos del GBA
06,371,063711501,33,Partidos del GBA
06,371,063711502,33,Partidos del GBA
06,371,063711503,33,Partidos del GBA
06,371,063711504,33,Partidos del GBA
06,371,063711505,33,Partidos del GBA
06,371,063711506,33,Partidos del GBA
06,371,063711507,33,Partidos del GBA
06,371,063711508,33,Partidos del GBA
06,371,063711509,33,Partidos del GBA
06,371,063711510,33,Partidos del GBA
06,371,063711511,33,Partidos del GBA
06,371,063711512,33,Partidos del GBA
06,371,063711513,33,Partidos del GBA
06,371,063711514,33,Partidos del GBA
06,371,063711601,33,Partidos del GBA
06,371,063711602,33,Partidos del GBA
06,371,063711603,33,Partidos del GBA
06,371,063711604,33,Partidos del GBA
06,371,063711605,33,Partidos del GBA
06,371,063711606,33,Partidos del GBA
06,371,063711607,33,Partidos del GBA
06,371,063711608,33,Partidos del GBA
06,371,063711609,33,Partidos del GBA
06,371,063711610,33,Partidos del GBA
06,371,063711611,33,Partidos del GBA
06,371,063711612,33,Partidos del GBA
06,371,063711613,33,Partidos del GBA
06,371,063711614,33,Partidos del GBA
06,371,063711701,33,Partidos del GBA
06,371,063711702,33,Partidos del GBA
06,371,063711703,33,Partidos del GBA
06,371,063711704,33,Partidos del GBA
06,371,063711705,33,Partidos del GBA
06,371,063711706,33,Partidos del GBA
06,371,063711707,33,Partidos del GBA
06,371,063711708,33,Partidos del GBA
06,371,063711709,33,Partidos del GBA
06,371,063711710,33,Partidos del GBA
06,371,063711711,33,Partidos del GBA
06,371,063711712,33,Partidos del GBA
06,371,063711713,33,Partidos del GBA
06,371,063711714,33,Partidos del GBA
06,371,063711801,33,Partidos del GBA
06,371,063711802,33,Partidos del GBA
06,371,063711803,33,Partidos del GBA
06,371,063711804,33,Partidos del GBA
06,371,063711805,33,Partidos del GBA
06,371,063711806,33,Partidos del GBA
06,371,063711807,33,Partidos del GBA
06,371,063711808,33,Partidos del GBA
06,371,063711809,33,Partidos del GBA
06,371,063711810,33,Partidos del GBA
06,371,063711811,33,Partidos del GBA
06,371,063711812,33,Partidos del GBA
06,371,063711813,33,Partidos del GBA
06,371,063711814,33,Partidos del GBA
06,371,063711815,33,Partidos del GBA
06,371,063711901,33,Partidos del GBA
06,371,063711902,33,Partidos del GBA
06,371,063711903,33,Partidos del GBA
06,371,063711904,33,Partidos del GBA
06,371,063711905,33,Partidos del GBA
06,371,063711906,33,Partidos del GBA
06,371,063711907,33,Partidos del GBA
06,371,063711908,33,Partidos del GBA
06,371,063711909,33,Partidos del GBA
06,371,063712001,33,Partidos del GBA
06,371,063712002,33,Partidos del GBA
06,371,063712003,33,Partidos del GBA
06,371,063712004,33,Partidos del GBA
06,371,063712005,33,Partidos del GBA
06,371,063712006,33,Partidos del GBA
06,371,063712007,33,Partidos del GBA
06,371,063712008,33,Partidos del GBA
06,371,063712101,33,Partidos del GBA
06,371,063712102,33,Partidos del GBA
06,371,063712103,33,Partidos del GBA
06,371,063712104,33,Partidos del GBA
06,371,063712105,33,Partidos del GBA
06,371,063712106,33,Partidos del GBA
06,371,063712107,33,Partidos del GBA
06,371,063712108,33,Partidos del GBA
06,371,063712109,33,Partidos del GBA
06,371,063712110,33,Partidos del GBA
06,371,063712111,33,Partidos del GBA
06,371,063712112,33,Partidos del GBA
06,371,063712113,33,Partidos del GBA
06,371,063712114,33,Partidos del GBA
06,371,063712115,33,Partidos del GBA
06,371,063712201,33,Partidos del GBA
06,371,063712202,33,Partidos del GBA
06,371,063712203,33,Partidos del GBA
06,371,063712204,33,Partidos del GBA
06,371,063712205,33,Partidos del GBA
06,371,063712206,33,Partidos del GBA
06,371,063712207,33,Partidos del GBA
06,371,063712208,33,Partidos del GBA
06,371,063712209,33,Partidos del GBA
06,371,063712210,33,Partidos del GBA
06,371,063712211,33,Partidos del GBA
06,371,063712212,33,Partidos del GBA
06,371,063712213,33,Partidos del GBA
06,371,063712214,33,Partidos del GBA
06,371,063712301,33,Partidos del GBA
06,371,063712302,33,Partidos del GBA
06,371,063712303,33,Partidos del GBA
06,371,063712304,33,Partidos del GBA
06,371,063712305,33,Partidos del GBA
06,371,063712306,33,Partidos del GBA
06,371,063712307,33,Partidos del GBA
06,371,063712308,33,Partidos del GBA
06,371,063712309,33,Partidos del GBA
06,371,063712310,33,Partidos del GBA
06,371,063712311,33,Partidos del GBA
06,371,063712312,33,Partidos del GBA
06,371,063712313,33,Partidos del GBA
06,371,063712314,33,Partidos del GBA
06,371,063712315,33,Partidos del GBA
06,371,063712316,33,Partidos del GBA
06,371,063712317,33,Partidos del GBA
06,371,063712401,33,Partidos del GBA
06,371,063712402,33,Partidos del GBA
06,371,063712403,33,Partidos del GBA
06,371,063712404,33,Partidos del GBA
06,371,063712405,33,Partidos del GBA
06,371,063712406,33,Partidos del GBA
06,371,063712407,33,Partidos del GBA
06,371,063712408,33,Partidos del GBA
06,371,063712501,33,Partidos del GBA
06,371,063712502,33,Partidos del GBA
06,371,063712503,33,Partidos del GBA
06,371,063712504,33,Partidos del GBA
06,371,063712505,33,Partidos del GBA
06,371,063712506,33,Partidos del GBA
06,371,063712507,33,Partidos del GBA
06,371,063712508,33,Partidos del GBA
06,371,063712601,33,Partidos del GBA
06,371,063712602,33,Partidos del GBA
06,371,063712603,33,Partidos del GBA
06,371,063712604,33,Partidos del GBA
06,371,063712605,33,Partidos del GBA
06,371,063712606,33,Partidos del GBA
06,371,063712607,33,Partidos del GBA
06,371,063712608,33,Partidos del GBA
06,371,063712701,33,Partidos del GBA
06,371,063712702,33,Partidos del GBA
06,371,063712703,33,Partidos del GBA
06,371,063712704,33,Partidos del GBA
06,371,063712705,33,Partidos del GBA
06,371,063712706,33,Partidos del GBA
06,371,063712707,33,Partidos del GBA
06,371,063712708,33,Partidos del GBA
06,371,063712801,33,Partidos del GBA
06,371,063712802,33,Partidos del GBA
06,371,063712803,33,Partidos del GBA
06,371,063712804,33,Partidos del GBA
06,371,063712805,33,Partidos del GBA
06,371,063712806,33,Partidos del GBA
06,371,063712807,33,Partidos del GBA
06,371,063712808,33,Partidos del GBA
06,371,063712901,33,Partidos del GBA
06,371,063712902,33,Partidos del GBA
06,371,063712903,33,Partidos del GBA
06,371,063712904,33,Partidos del GBA
06,371,063712905,33,Partidos del GBA
06,371,063712906,33,Partidos del GBA
06,371,063712907,33,Partidos del GBA
06,371,063712908,33,Partidos del GBA
06,371,063712909,33,Partidos del GBA
06,371,063713001,33,Partidos del GBA
06,371,063713002,33,Partidos del GBA
06,371,063713003,33,Partidos del GBA
06,371,063713004,33,Partidos del GBA
06,371,063713005,33,Partidos del GBA
06,371,063713006,33,Partidos del GBA
06,371,063713007,33,Partidos del GBA
06,371,063713008,33,Partidos del GBA
06,371,063713009,33,Partidos del GBA
06,371,063713010,33,Partidos del GBA
06,371,063713011,33,Partidos del GBA
06,371,063713101,33,Partidos del GBA
06,371,063713102,33,Partidos del GBA
06,371,063713103,33,Partidos del GBA
06,371,063713104,33,Partidos del GBA
06,371,063713105,33,Partidos del GBA
06,371,063713106,33,Partidos del GBA
06,371,063713107,33,Partidos del GBA
06,371,063713108,33,Partidos del GBA
06,371,063713201,33,Partidos del GBA
06,371,063713202,33,Partidos del GBA
06,371,063713203,33,Partidos del GBA
06,371,063713204,33,Partidos del GBA
06,371,063713205,33,Partidos del GBA
06,371,063713206,33,Partidos del GBA
06,371,063713207,33,Partidos del GBA
06,371,063713208,33,Partidos del GBA
06,371,063713209,33,Partidos del GBA
06,371,063713210,33,Partidos del GBA
06,371,063713211,33,Partidos del GBA
06,371,063713212,33,Partidos del GBA
06,371,063713213,33,Partidos del GBA
06,371,063713214,33,Partidos del GBA
06,371,063713215,33,Partidos del GBA
06,371,063713301,33,Partidos del GBA
06,371,063713302,33,Partidos del GBA
06,371,063713303,33,Partidos del GBA
06,371,063713304,33,Partidos del GBA
06,371,063713305,33,Partidos del GBA
06,371,063713306,33,Partidos del GBA
06,371,063713307,33,Partidos del GBA
06,371,063713308,33,Partidos del GBA
06,371,063713309,33,Partidos del GBA
06,371,063713310,33,Partidos del GBA
06,371,063713401,33,Partidos del GBA
06,371,063713402,33,Partidos del GBA
06,371,063713403,33,Partidos del GBA
06,371,063713404,33,Partidos del GBA
06,371,063713405,33,Partidos del GBA
06,371,063713406,33,Partidos del GBA
06,371,063713407,33,Partidos del GBA
06,371,063713408,33,Partidos del GBA
06,371,063713409,33,Partidos del GBA
06,371,063713501,33,Partidos del GBA
06,371,063713502,33,Partidos del GBA
06,371,063713503,33,Partidos del GBA
06,371,063713504,33,Partidos del GBA
06,371,063713505,33,Partidos del GBA
06,371,063713506,33,Partidos del GBA
06,371,063713507,33,Partidos del GBA
06,371,063713508,33,Partidos del GBA
06,371,063713509,33,Partidos del GBA
06,371,063713510,33,Partidos del GBA
06,371,063713511,33,Partidos del GBA
06,371,063713512,33,Partidos del GBA
06,371,063713513,33,Partidos del GBA
06,371,063713514,33,Partidos del GBA
06,371,063713601,33,Partidos del GBA
06,371,063713602,33,Partidos del GBA
06,371,063713603,33,Partidos del GBA
06,371,063713604,33,Partidos del GBA
06,371,063713605,33,Partidos del GBA
06,371,063713606,33,Partidos del GBA
06,371,063713607,33,Partidos del GBA
06,371,063713608,33,Partidos del GBA
06,371,063713609,33,Partidos del GBA
06,371,063713610,33,Partidos del GBA
06,371,063713611,33,Partidos del GBA
06,371,063713701,33,Partidos del GBA
06,371,063713702,33,Partidos del GBA
06,371,063713703,33,Partidos del GBA
06,371,063713704,33,Partidos del GBA
06,371,063713705,33,Partidos del GBA
06,371,063713706,33,Partidos del GBA
06,371,063713707,33,Partidos del GBA
06,371,063713708,33,Partidos del GBA
06,371,063713709,33,Partidos del GBA
06,371,063713710,33,Partidos del GBA
06,371,063713711,33,Partidos del GBA
06,371,063713712,33,Partidos del GBA
06,371,063713713,33,Partidos del GBA
06,371,063713714,33,Partidos del GBA
06,371,063713715,33,Partidos del GBA
06,371,063713716,33,Partidos del GBA
06,408,064080101,33,Partidos del GBA
06,408,064080102,33,Partidos del GBA
06,408,064080103,33,Partidos del GBA
06,408,064080104,33,Partidos del GBA
06,408,064080105,33,Partidos del GBA
06,408,064080106,33,Partidos del GBA
06,408,064080107,33,Partidos del GBA
06,408,064080108,33,Partidos del GBA
06,408,064080109,33,Partidos del GBA
06,408,064080110,33,Partidos del GBA
06,408,064080111,33,Partidos del GBA
06,408,064080112,33,Partidos del GBA
06,408,064080113,33,Partidos del GBA
06,408,064080114,33,Partidos del GBA
06,408,064080115,33,Partidos del GBA
06,408,064080116,33,Partidos del GBA
06,408,064080117,33,Partidos del GBA
06,408,064080201,33,Partidos del GBA
06,408,064080202,33,Partidos del GBA
06,408,064080203,33,Partidos del GBA
06,408,064080204,33,Partidos del GBA
06,408,064080205,33,Partidos del GBA
06,408,064080206,33,Partidos del GBA
06,408,064080207,33,Partidos del GBA
06,408,064080208,33,Partidos del GBA
06,408,064080209,33,Partidos del GBA
06,408,064080210,33,Partidos del GBA
06,408,064080211,33,Partidos del GBA
06,408,064080301,33,Partidos del GBA
06,408,064080302,33,Partidos del GBA
06,408,064080303,33,Partidos del GBA
06,408,064080304,33,Partidos del GBA
06,408,064080305,33,Partidos del GBA
06,408,064080306,33,Partidos del GBA
06,408,064080307,33,Partidos del GBA
06,408,064080308,33,Partidos del GBA
06,408,064080309,33,Partidos del GBA
06,408,064080310,33,Partidos del GBA
06,408,064080401,33,Partidos del GBA
06,408,064080402,33,Partidos del GBA
06,408,064080403,33,Partidos del GBA
06,408,064080404,33,Partidos del GBA
06,408,064080405,33,Partidos del GBA
06,408,064080406,33,Partidos del GBA
06,408,064080407,33,Partidos del GBA
06,408,064080408,33,Partidos del GBA
06,408,064080409,33,Partidos del GBA
06,408,064080410,33,Partidos del GBA
06,408,064080411,33,Partidos del GBA
06,408,064080412,33,Partidos del GBA
06,408,064080501,33,Partidos del GBA
06,408,064080502,33,Partidos del GBA
06,408,064080503,33,Partidos del GBA
06,408,064080504,33,Partidos del GBA
06,408,064080505,33,Partidos del GBA
06,408,064080506,33,Partidos del GBA
06,408,064080507,33,Partidos del GBA
06,408,064080508,33,Partidos del GBA
06,408,064080509,33,Partidos del GBA
06,408,064080510,33,Partidos del GBA
06,408,064080511,33,Partidos del GBA
06,408,064080512,33,Partidos del GBA
06,408,064080601,33,Partidos del GBA
06,408,064080602,33,Partidos del GBA
06,408,064080603,33,Partidos del GBA
06,408,064080604,33,Partidos del GBA
06,408,064080605,33,Partidos del GBA
06,408,064080606,33,Partidos del GBA
06,408,064080607,33,Partidos del GBA
06,408,064080608,33,Partidos del GBA
06,408,064080609,33,Partidos del GBA
06,408,064080701,33,Partidos del GBA
06,408,064080702,33,Partidos del GBA
06,408,064080703,33,Partidos del GBA
06,408,064080704,33,Partidos del GBA
06,408,064080705,33,Partidos del GBA
06,408,064080706,33,Partidos del GBA
06,408,064080707,33,Partidos del GBA
06,408,064080708,33,Partidos del GBA
06,408,064080709,33,Partidos del GBA
06,408,064080710,33,Partidos del GBA
06,408,064080801,33,Partidos del GBA
06,408,064080802,33,Partidos del GBA
06,408,064080803,33,Partidos del GBA
06,408,064080804,33,Partidos del GBA
06,408,064080805,33,Partidos del GBA
06,408,064080806,33,Partidos del GBA
06,408,064080807,33,Partidos del GBA
06,408,064080808,33,Partidos del GBA
06,408,064080809,33,Partidos del GBA
06,408,064080810,33,Partidos del GBA
06,408,064080811,33,Partidos del GBA
06,408,064080812,33,Partidos del GBA
06,408,064080813,33,Partidos del GBA
06,408,064080814,33,Partidos del GBA
06,408,064080901,33,Partidos del GBA
06,408,064080902,33,Partidos del GBA
06,408,064080903,33,Partidos del GBA
06,408,064080904,33,Partidos del GBA
06,408,064080905,33,Partidos del GBA
06,408,064080906,33,Partidos del GBA
06,408,064080907,33,Partidos del GBA
06,408,064080908,33,Partidos del GBA
06,408,064081001,33,Partidos del GBA
06,408,064081002,33,Partidos del GBA
06,408,064081003,33,Partidos del GBA
06,408,064081004,33,Partidos del GBA
06,408,064081005,33,Partidos del GBA
06,408,064081006,33,Partidos del GBA
06,408,064081007,33,Partidos del GBA
06,408,064081008,33,Partidos del GBA
06,408,064081101,33,Partidos del GBA
06,408,064081102,33,Partidos del GBA
06,408,064081103,33,Partidos del GBA
06,408,064081104,33,Partidos del GBA
06,408,064081105,33,Partidos del GBA
06,408,064081106,33,Partidos del GBA
06,408,064081107,33,Partidos del GBA
06,408,064081108,33,Partidos del GBA
06,408,064081109,33,Partidos del GBA
06,408,064081110,33,Partidos del GBA
06,408,064081111,33,Partidos del GBA
06,408,064081201,33,Partidos del GBA
06,408,064081202,33,Partidos del GBA
06,408,064081203,33,Partidos del GBA
06,408,064081204,33,Partidos del GBA
06,408,064081205,33,Partidos del GBA
06,408,064081206,33,Partidos del GBA
06,408,064081207,33,Partidos del GBA
06,408,064081208,33,Partidos del GBA
06,408,064081209,33,Partidos del GBA
06,408,064081301,33,Partidos del GBA
06,408,064081302,33,Partidos del GBA
06,408,064081303,33,Partidos del GBA
06,408,064081304,33,Partidos del GBA
06,408,064081305,33,Partidos del GBA
06,408,064081306,33,Partidos del GBA
06,408,064081307,33,Partidos del GBA
06,408,064081308,33,Partidos del GBA
06,408,064081309,33,Partidos del GBA
06,408,064081310,33,Partidos del GBA
06,408,064081311,33,Partidos del GBA
06,408,064081312,33,Partidos del GBA
06,408,064081313,33,Partidos del GBA
06,408,064081401,33,Partidos del GBA
06,408,064081402,33,Partidos del GBA
06,408,064081403,33,Partidos del GBA
06,408,064081404,33,Partidos del GBA
06,408,064081405,33,Partidos del GBA
06,408,064081406,33,Partidos del GBA
06,408,064081407,33,Partidos del GBA
06,408,064081408,33,Partidos del GBA
06,408,064081409,33,Partidos del GBA
06,408,064081410,33,Partidos del GBA
06,408,064081411,33,Partidos del GBA
06,408,064081412,33,Partidos del GBA
06,408,064081413,33,Partidos del GBA
06,408,064081501,33,Partidos del GBA
06,408,064081502,33,Partidos del GBA
06,408,064081503,33,Partidos del GBA
06,408,064081504,33,Partidos del GBA
06,408,064081505,33,Partidos del GBA
06,408,064081506,33,Partidos del GBA
06,408,064081507,33,Partidos del GBA
06,408,064081508,33,Partidos del GBA
06,408,064081509,33,Partidos del GBA
06,408,064081510,33,Partidos del GBA
06,408,064081511,33,Partidos del GBA
06,408,064081512,33,Partidos del GBA
06,408,064081513,33,Partidos del GBA
06,410,064100101,33,Partidos del GBA
06,410,064100102,33,Partidos del GBA
06,410,064100103,33,Partidos del GBA
06,410,064100104,33,Partidos del GBA
06,410,064100105,33,Partidos del GBA
06,410,064100106,33,Partidos del GBA
06,410,064100107,33,Partidos del GBA
06,410,064100108,33,Partidos del GBA
06,410,064100109,33,Partidos del GBA
06,410,064100110,33,Partidos del GBA
06,410,064100111,33,Partidos del GBA
06,410,064100112,33,Partidos del GBA
06,410,064100113,33,Partidos del GBA
06,410,064100201,33,Partidos del GBA
06,410,064100202,33,Partidos del GBA
06,410,064100203,33,Partidos del GBA
06,410,064100204,33,Partidos del GBA
06,410,064100205,33,Partidos del GBA
06,410,064100206,33,Partidos del GBA
06,410,064100207,33,Partidos del GBA
06,410,064100208,33,Partidos del GBA
06,410,064100209,33,Partidos del GBA
06,410,064100210,33,Partidos del GBA
06,410,064100301,33,Partidos del GBA
06,410,064100302,33,Partidos del GBA
06,410,064100303,33,Partidos del GBA
06,410,064100304,33,Partidos del GBA
06,410,064100305,33,Partidos del GBA
06,410,064100306,33,Partidos del GBA
06,410,064100307,33,Partidos del GBA
06,410,064100308,33,Partidos del GBA
06,410,064100309,33,Partidos del GBA
06,410,064100310,33,Partidos del GBA
06,410,064100311,33,Partidos del GBA
06,410,064100312,33,Partidos del GBA
06,410,064100401,33,Partidos del GBA
06,410,064100402,33,Partidos del GBA
06,410,064100403,33,Partidos del GBA
06,410,064100404,33,Partidos del GBA
06,410,064100405,33,Partidos del GBA
06,410,064100406,33,Partidos del GBA
06,410,064100407,33,Partidos del GBA
06,410,064100408,33,Partidos del GBA
06,410,064100409,33,Partidos del GBA
06,410,064100410,33,Partidos del GBA
06,410,064100411,33,Partidos del GBA
06,410,064100412,33,Partidos del GBA
06,410,064100413,33,Partidos del GBA
06,410,064100414,33,Partidos del GBA
06,410,064100415,33,Partidos del GBA
06,410,064100416,33,Partidos del GBA
06,410,064100501,33,Partidos del GBA
06,410,064100502,33,Partidos del GBA
06,410,064100503,33,Partidos del GBA
06,410,064100504,33,Partidos del GBA
06,410,064100505,33,Partidos del GBA
06,410,064100506,33,Partidos del GBA
06,410,064100507,33,Partidos del GBA
06,410,064100508,33,Partidos del GBA
06,410,064100509,33,Partidos del GBA
06,410,064100510,33,Partidos del GBA
06,410,064100511,33,Partidos del GBA
06,410,064100512,33,Partidos del GBA
06,410,064100513,33,Partidos del GBA
06,410,064100514,33,Partidos del GBA
06,410,064100515,33,Partidos del GBA
06,410,064100601,33,Partidos del GBA
06,410,064100602,33,Partidos del GBA
06,410,064100603,33,Partidos del GBA
06,410,064100604,33,Partidos del GBA
06,410,064100605,33,Partidos del GBA
06,410,064100606,33,Partidos del GBA
06,410,064100607,33,Partidos del GBA
06,410,064100608,33,Partidos del GBA
06,410,064100609,33,Partidos del GBA
06,410,064100610,33,Partidos del GBA
06,410,064100611,33,Partidos del GBA
06,410,064100612,33,Partidos del GBA
06,410,064100613,33,Partidos del GBA
06,410,064100614,33,Partidos del GBA
06,410,064100615,33,Partidos del GBA
06,410,064100701,33,Partidos del GBA
06,410,064100702,33,Partidos del GBA
06,410,064100703,33,Partidos del GBA
06,410,064100704,33,Partidos del GBA
06,410,064100705,33,Partidos del GBA
06,410,064100706,33,Partidos del GBA
06,410,064100707,33,Partidos del GBA
06,410,064100708,33,Partidos del GBA
06,410,064100709,33,Partidos del GBA
06,410,064100710,33,Partidos del GBA
06,410,064100711,33,Partidos del GBA
